,words,predictions
1621,sauce,I-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
1622,was,O
1623,also,O
1624,found,O
1625,to,O
1626,contain,O
1627,both,O
1628,isoflavones,O
1629,",",O
1630,but,O
1631,at,O
1632,levels,O
1633,lower,O
1634,than,O
1635,in,O
1636,miso,B-http://purl.bioontology.org/ontology/SNOMEDCT/227354002
1637,and,O
1638,natto,B-http://purl.bioontology.org/ontology/SNOMEDCT/227354002
1639,.,O
1640,On,O
1641,the,O
1642,basis,O
1643,of,O
1644,these,O
1645,data,O
1646,for,O
1647,average,O
1648,annual,O
1649,consumption,O
1650,of,O
1651,soybeans,O
1652,and,O
1653,related,O
1654,products,O
1655,",",O
1656,daily,O
1657,intake,O
1658,of,O
1659,genistein,O
1660,and,O
1661,genistin,O
1662,by,O
1663,the,O
1664,Japanese,O
1665,is,O
1666,calculated,O
1667,to,O
1668,be,O
1669,1.5,O
1670,-,O
1671,4.1,O
1672,and,O
1673,6.3,O
1674,-,O
1675,8.3,O
1676,mg,O
1677,/,O
1678,person,O
1679,",",O
1680,respectively,O
1681,.,O
1682,These,O
1683,levels,O
1684,are,O
1685,much,O
1686,higher,O
1687,than,O
1688,those,O
1689,for,O
1690,Americans,O
1691,or,O
1692,Western,O
1693,Europeans,O
1694,",",O
1695,whose,O
1696,mortality,O
1697,rates,O
1698,for,O
1699,breast,O
1700,",",O
1701,colon,O
1702,and,O
1703,prostate,O
1704,cancers,O
1705,are,O
1706,greater,O
1707,than,O
1708,the,O
1709,Japanese,O
1710,.,O
1711,Squamous,O
1712,head,O
1713,and,O
1714,neck,O
1715,cancers,O
1716,include,O
1717,cancers,O
1718,of,O
1719,the,O
1720,oral,O
1721,cavity,O
1722,",",O
1723,pharynx,O
1724,and,O
1725,larynx,B-http://purl.bioontology.org/ontology/SNOMEDCT/227463004
1726,are,O
1727,the,O
1728,sixth,O
1729,leading,O
1730,cause,O
1731,of,O
1732,cancer,O
1733,mortality,O
1734,worldwide,O
1735,",",O
1736,resulting,O
1737,in,O
1738,more,O
1739,than,O
1740,"350,000",O
1741,deaths,O
1742,annually,O
1743,.,O
1744,Intake,O
1745,of,O
1746,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004
1747,and,O
1748,vegetables,O
1749,may,O
1750,protect,O
1751,against,O
1752,head,O
1753,and,O
1754,neck,O
1755,cancer,O
1756,incidence,O
1757,",",O
1758,although,O
1759,few,O
1760,prospective,O
1761,studies,O
1762,have,O
1763,examined,O
1764,this,O
1765,association,O
1766,.,O
1767,We,O
1768,investigated,O
1769,this,O
1770,relation,O
1771,in,O
1772,"490,802",O
1773,United,O
1774,States,O
1775,participants,O
1776,of,O
1777,the,O
1778,NIH,O
1779,-,O
1780,AARP,O
1781,Diet,O
1782,and,O
1783,Health,O
1784,cohort,O
1785,using,O
1786,Cox,O
1787,proportional,O
1788,hazard,O
1789,models,O
1790,adjusted,O
1791,for,O
1792,potential,O
1793,confounders,O
1794,.,O
1795,During,O
1796,"2,193,751",O
1797,person,O
1798,years,O
1799,of,O
1800,follow,O
1801,-,O
1802,up,O
1803,from,O
1804,1995/1996,O
1805,-,O
1806,2000,O
1807,",",O
1808,787,O
1809,participants,O
1810,were,O
1811,diagnosed,O
1812,with,O
1813,head,O
1814,and,O
1815,neck,O
1816,cancer,O
1817,.,O
1818,We,O
1819,found,O
1820,an,O
1821,inverse,O
1822,association,O
1823,between,O
1824,total,O
1825,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
1826,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
1827,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
1828,intake,O
1829,and,O
1830,head,O
1831,and,O
1832,neck,O
1833,cancer,O
1834,risk,O
1835,(,O
1836,per,O
1837,serving,O
1838,/,O
1839,"day/1,000",O
1840,calories,O
1841,",",O
1842,Hazard,O
1843,Ratio,O
1844,",",O
1845,95,O
1846,%,O
1847,Confidence,O
1848,interval,O
1849,:,O
1850,0.94,O
1851,",",O
1852,0.89,O
1853,-,O
1854,0.99,O
1855,),O
1856,.,O
1857,In,O
1858,models,O
1859,mutually,O
1860,adjusted,O
1861,for,O
1862,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
1863,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
1864,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
1865,intake,O
1866,",",O
1867,the,O
1868,association,O
1869,was,O
1870,stronger,O
1871,for,O
1872,vegetables,O
1873,(,O
1874,fifth,O
1875,vs.,O
1876,first,O
1877,quintile,O
1878,:,O
1879,0.65,O
1880,",",O
1881,0.50,O
1882,-,O
1883,0.85,O
1884,),O
1885,than,O
1886,for,O
1887,fruits,O
1888,(,O
1889,fifth,O
1890,vs.,O
1891,first,O
1892,quintile,O
1893,:,O
1894,0.87,O
1895,",",O
1896,0.68,O
1897,-,O
1898,1.11,O
1899,),O
1900,.,O
1901,When,O
1902,further,O
1903,subclassified,O
1904,into,O
1905,botanical,O
1906,groups,O
1907,",",O
1908,those,O
1909,in,O
1910,the,O
1911,highest,O
1912,tertile,O
1913,of,O
1914,leguminosae,O
1915,(,O
1916,dried,O
1917,beans,O
1918,",",O
1919,string,O
1920,beans,O
1921,and,O
1922,peas,O
1923,",",O
1924,0.80,O
1925,",",O
1926,0.67,O
1927,-,O
1928,0.96,O
1929,),O
1930,",",O
1931,rosaceae,O
1932,(,O
1933,apples,O
1934,",",O
1935,peach,B-http://purl.bioontology.org/ontology/SNOMEDCT/735049002
1936,",",O
1937,nectarines,O
1938,",",O
1939,plums,O
1940,",",O
1941,pears,O
1942,and,O
1943,strawberries,B-http://purl.bioontology.org/ontology/SNOMEDCT/102261002
1944,",",O
1945,0.60,O
1946,",",O
1947,0.49,O
1948,-,O
1949,0.73,O
1950,),O
1951,",",O
1952,solanaceae,O
1953,(,O
1954,peppers,O
1955,and,O
1956,tomatoes,O
1957,",",O
1958,0.82,O
1959,",",O
1960,0.69,O
1961,-,O
1962,0.98,O
1963,),O
1964,and,O
1965,umbelliferae,O
1966,(,O
1967,carrots,O
1968,",",O
1969,0.73,O
1970,",",O
1971,0.60,O
1972,-,O
1973,0.89,O
1974,),O
1975,had,O
1976,decreased,O
1977,risk,O
1978,of,O
1979,head,O
1980,and,O
1981,neck,O
1982,cancer,O
1983,",",O
1984,but,O
1985,no,O
1986,significant,O
1987,associations,O
1988,were,O
1989,seen,O
1990,for,O
1991,9,O
1992,other,O
1993,botanical,O
1994,groups,O
1995,.,O
1996,Results,O
1997,from,O
1998,this,O
1999,large,O
2000,prospective,O
2001,observational,O
2002,study,O
2003,are,O
2004,consistent,O
2005,with,O
2006,previous,O
2007,case,O
2008,-,O
2009,control,O
2010,studies,O
2011,and,O
2012,support,O
2013,the,O
2014,hypothesis,O
2015,that,O
2016,total,O
2017,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
2018,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
2019,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
2020,intake,O
2021,is,O
2022,associated,O
2023,with,O
2024,reduced,O
2025,risk,O
2026,of,O
2027,head,O
2028,and,O
2029,neck,O
2030,cancer,O
2031,.,O
2032,Chocolate,B-http://purl.bioontology.org/ontology/SNOMEDCT/102262009
2033,and,O
2034,other,O
2035,cocoa,B-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2036,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2037,are,O
2038,not,O
2039,all,O
2040,alike,O
2041,.,O
2042,They,O
2043,differ,O
2044,between,O
2045,themselves,O
2046,in,O
2047,term,O
2048,of,O
2049,nutrients,O
2050,",",O
2051,calories,O
2052,",",O
2053,and,O
2054,bioactive,O
2055,constituents,O
2056,.,O
2057,Therefore,O
2058,",",O
2059,some,O
2060,of,O
2061,them,O
2062,are,O
2063,unhealthy,O
2064,foods,O
2065,",",O
2066,whereas,O
2067,others,O
2068,do,O
2069,not,O
2070,affect,O
2071,health,O
2072,and,O
2073,still,O
2074,others,O
2075,are,O
2076,healthy,O
2077,foods,O
2078,.,O
2079,One,O
2080,wonders,O
2081,which,O
2082,chocolate,B-http://purl.bioontology.org/ontology/SNOMEDCT/102262009
2083,and,O
2084,other,O
2085,cocoa,O
2086,derivatives,O
2087,can,O
2088,be,O
2089,considered,O
2090,as,O
2091,biofunctional,O
2092,food,O
2093,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/255620007
2094,.,O
2095,This,O
2096,review,O
2097,explores,O
2098,the,O
2099,constituents,O
2100,of,O
2101,cocoa,B-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2102,and,O
2103,chocolate,B-http://purl.bioontology.org/ontology/SNOMEDCT/102262009
2104,and,O
2105,summarizes,O
2106,evidence,O
2107,about,O
2108,the,O
2109,role,O
2110,of,O
2111,cocoa,O
2112,and,O
2113,chocolate,O
2114,components,O
2115,on,O
2116,human,O
2117,health,O
2118,and,O
2119,particularly,O
2120,on,O
2121,reproduction,O
2122,.,O
2123,On,O
2124,the,O
2125,basis,O
2126,of,O
2127,the,O
2128,literature,O
2129,review,O
2130,",",O
2131,it,O
2132,can,O
2133,be,O
2134,asserted,O
2135,that,O
2136,some,O
2137,kinds,O
2138,of,O
2139,cocoa,B-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2140,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2141,have,O
2142,favorable,O
2143,effects,O
2144,on,O
2145,human,O
2146,health,O
2147,at,O
2148,different,O
2149,stages,O
2150,of,O
2151,life,O
2152,.,O
2153,Women,O
2154,seem,O
2155,to,O
2156,be,O
2157,particularly,O
2158,favored,O
2159,by,O
2160,consuming,O
2161,of,O
2162,cocoa,B-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2163,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2164,",",O
2165,and,O
2166,chocolate,B-http://purl.bioontology.org/ontology/SNOMEDCT/102262009
2167,with,O
2168,specific,O
2169,features,O
2170,can,O
2171,also,O
2172,be,O
2173,a,O
2174,good,O
2175,supplementary,O
2176,source,O
2177,of,O
2178,energy,O
2179,for,O
2180,pregnant,O
2181,woman,O
2182,.,O
2183,However,O
2184,",",O
2185,many,O
2186,aspects,O
2187,remain,O
2188,to,O
2189,be,O
2190,investigated,O
2191,and,O
2192,others,O
2193,are,O
2194,still,O
2195,to,O
2196,be,O
2197,clarified,O
2198,.,O
2199,Future,O
2200,studies,O
2201,and,O
2202,systematic,O
2203,reviews,O
2204,will,O
2205,shed,O
2206,light,O
2207,on,O
2208,some,O
2209,preventive,O
2210,effects,O
2211,and,O
2212,health,O
2213,benefits,O
2214,of,O
2215,cocoa,B-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2216,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
2217,.,O
2218,Numerous,O
2219,natural,O
2220,herbs,O
2221,have,O
2222,been,O
2223,proven,O
2224,as,O
2225,safe,O
2226,anti,O
2227,-,O
2228,obesity,O
2229,resources,O
2230,.,O
2231,Ginger,O
2232,",",O
2233,one,O
2234,of,O
2235,the,O
2236,most,O
2237,widely,O
2238,consumed,O
2239,spices,O
2240,",",O
2241,has,O
2242,shown,O
2243,beneficial,O
2244,effects,O
2245,against,O
2246,obesity,O
2247,and,O
2248,related,O
2249,metabolic,O
2250,disorders,O
2251,.,O
2252,The,O
2253,present,O
2254,study,O
2255,aimed,O
2256,to,O
2257,examine,O
2258,whether,O
2259,the,O
2260,antiobesity,O
2261,effect,O
2262,of,O
2263,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
2264,is,O
2265,associated,O
2266,with,O
2267,energy,O
2268,metabolism,O
2269,.,O
2270,Mice,O
2271,were,O
2272,maintained,O
2273,on,O
2274,either,O
2275,a,O
2276,normal,O
2277,control,O
2278,diet,O
2279,or,O
2280,a,O
2281,high,O
2282,-,O
2283,fat,O
2284,diet,O
2285,(,O
2286,HFD,O
2287,),O
2288,with,O
2289,or,O
2290,without,O
2291,500,O
2292,mg,O
2293,/,O
2294,kg,O
2295,(,O
2296,w,O
2297,/,O
2298,w,O
2299,),O
2300,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
2301,supplementation,O
2302,.,O
2303,After,O
2304,16,O
2305,weeks,O
2306,",",O
2307,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
2308,supplementation,O
2309,alleviated,O
2310,the,O
2311,HFD,O
2312,-,O
2313,induced,O
2314,increases,O
2315,in,O
2316,body,O
2317,weight,O
2318,",",O
2319,fat,O
2320,accumulation,O
2321,",",O
2322,and,O
2323,levels,O
2324,of,O
2325,serum,O
2326,glucose,O
2327,",",O
2328,triglyceride,O
2329,and,O
2330,cholesterol,O
2331,.,O
2332,Indirect,O
2333,calorimetry,O
2334,showed,O
2335,that,O
2336,ginger,O
2337,administration,O
2338,significantly,O
2339,increased,O
2340,the,O
2341,respiratory,O
2342,exchange,O
2343,ratio,O
2344,(,O
2345,RER,O
2346,),O
2347,and,O
2348,heat,O
2349,production,O
2350,in,O
2351,both,O
2352,diet,O
2353,models,O
2354,.,O
2355,Furthermore,O
2356,",",O
2357,ginger,O
2358,administration,O
2359,corrected,O
2360,the,O
2361,HFD,O
2362,-,O
2363,induced,O
2364,changes,O
2365,in,O
2366,concentrations,O
2367,of,O
2368,intermediates,O
2369,in,O
2370,glycolysis,O
2371,and,O
2372,the,O
2373,TCA,O
2374,cycle,O
2375,.,O
2376,Moreover,O
2377,",",O
2378,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
2379,enhanced,O
2380,brown,O
2381,adipose,O
2382,tissue,O
2383,function,O
2384,and,O
2385,activated,O
2386,white,O
2387,adipose,O
2388,tissue,O
2389,browning,O
2390,by,O
2391,altering,O
2392,the,O
2393,gene,O
2394,expression,O
2395,and,O
2396,protein,O
2397,levels,O
2398,of,O
2399,some,O
2400,brown,O
2401,and,O
2402,beige,O
2403,adipocyte,O
2404,-,O
2405,selective,O
2406,markers,O
2407,.,O
2408,Additionally,O
2409,",",O
2410,stimulation,O
2411,of,O
2412,the,O
2413,browning,O
2414,program,O
2415,by,O
2416,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
2417,may,O
2418,be,O
2419,partly,O
2420,regulated,O
2421,by,O
2422,the,O
2423,sirtuin-1,O
2424,(,O
2425,SIRT1)/AMP,O
2426,-,O
2427,activated,O
2428,protein,O
2429,kinase,O
2430,(,O
2431,AMPK)/peroxisome,O
2432,proliferator,O
2433,-,O
2434,activated,O
2435,receptor,O
2436,γ,O
2437,coactivator,O
2438,1α,O
2439,(,O
2440,PGC-1α,O
2441,),O
2442,pathway,O
2443,.,O
2444,Taken,O
2445,together,O
2446,",",O
2447,these,O
2448,results,O
2449,indicate,O
2450,that,O
2451,dietary,O
2452,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
2453,prevents,O
2454,body,O
2455,weight,O
2456,gain,O
2457,by,O
2458,remodeling,O
2459,whole,O
2460,-,O
2461,body,O
2462,energy,O
2463,metabolism,O
2464,and,O
2465,inducing,O
2466,browning,O
2467,of,O
2468,white,O
2469,adipose,O
2470,tissue,O
2471,(,O
2472,WAT,O
2473,),O
2474,.,O
2475,Thus,O
2476,",",O
2477,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
2478,is,O
2479,an,O
2480,edible,O
2481,plant,O
2482,that,O
2483,plays,O
2484,a,O
2485,role,O
2486,in,O
2487,the,O
2488,therapeutic,O
2489,treatment,O
2490,of,O
2491,obesity,O
2492,and,O
2493,related,O
2494,disorders,O
2495,.,O
2496,Intakes,O
2497,of,O
2498,dairy,O
2499,produce,O
2500,show,O
2501,enormous,O
2502,diversity,O
2503,between,O
2504,regions,O
2505,",",O
2506,cultures,O
2507,",",O
2508,and,O
2509,individuals,O
2510,around,O
2511,the,O
2512,world,O
2513,.,O
2514,At,O
2515,the,O
2516,geographic,O
2517,level,O
2518,",",O
2519,intake,O
2520,maps,O
2521,closely,O
2522,onto,O
2523,the,O
2524,distribution,O
2525,of,O
2526,lactase,O
2527,persistence,O
2528,(,O
2529,LP,O
2530,),O
2531,",",O
2532,a,O
2533,genetic,O
2534,trait,O
2535,that,O
2536,allows,O
2537,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
2538,to,O
2539,be,O
2540,consumed,O
2541,beyond,O
2542,the,O
2543,weaning,O
2544,period,O
2545,without,O
2546,gastrointestinal,O
2547,side,O
2548,effects,O
2549,.,O
2550,The,O
2551,LP,O
2552,trait,O
2553,has,O
2554,been,O
2555,independently,O
2556,selected,O
2557,at,O
2558,least,O
2559,4,O
2560,times,O
2561,and,O
2562,is,O
2563,under,O
2564,rapid,O
2565,positive,O
2566,selection,O
2567,",",O
2568,which,O
2569,shows,O
2570,that,O
2571,dairy,O
2572,consumption,O
2573,has,O
2574,positive,O
2575,survival,O
2576,benefits,O
2577,.,O
2578,For,O
2579,people,O
2580,lacking,O
2581,the,O
2582,LP,O
2583,trait,O
2584,",",O
2585,the,O
2586,fermentation,O
2587,of,O
2588,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
2589,into,O
2590,yogurt,B-http://purl.bioontology.org/ontology/SNOMEDCT/226863004
2591,and,O
2592,related,O
2593,products,O
2594,(,O
2595,a,O
2596,process,O
2597,known,O
2598,for,O
2599,≥8500,O
2600,y,O
2601,),O
2602,aids,O
2603,milk,O
2604,digestion,O
2605,through,O
2606,the,O
2607,breakdown,O
2608,of,O
2609,some,O
2610,lactose,O
2611,and,O
2612,the,O
2613,provision,O
2614,of,O
2615,β,O
2616,-,O
2617,galactosidase,O
2618,",",O
2619,which,O
2620,remains,O
2621,active,O
2622,in,O
2623,the,O
2624,gastrointestinal,O
2625,tract,O
2626,.,O
2627,In,O
2628,global,O
2629,ecologic,O
2630,comparisons,O
2631,",",O
2632,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
2633,and,O
2634,dairy,O
2635,intakes,O
2636,are,O
2637,strongly,O
2638,associated,O
2639,with,O
2640,adult,O
2641,height,O
2642,",",O
2643,and,O
2644,many,O
2645,international,O
2646,advisory,O
2647,bodies,O
2648,recommend,O
2649,the,O
2650,consumption,O
2651,of,O
2652,400,O
2653,-,O
2654,500,O
2655,mL,O
2656,milk,O
2657,equivalents,O
2658,/,O
2659,d.,O
2660,There,O
2661,are,O
2662,very,O
2663,few,O
2664,countries,O
2665,where,O
2666,such,O
2667,high,O
2668,intakes,O
2669,are,O
2670,met,O
2671,",",O
2672,and,O
2673,in,O
2674,populations,O
2675,in,O
2676,whom,O
2677,intakes,O
2678,are,O
2679,much,O
2680,lower,O
2681,there,O
2682,is,O
2683,evidence,O
2684,of,O
2685,adaptations,O
2686,that,O
2687,help,O
2688,to,O
2689,maintain,O
2690,bone,O
2691,health,O
2692,with,O
2693,surprisingly,O
2694,low,O
2695,intakes,O
2696,.,O
2697,Despite,O
2698,concerns,O
2699,that,O
2700,the,O
2701,high,O
2702,-,O
2703,saturated,O
2704,-,O
2705,fat,O
2706,content,O
2707,of,O
2708,full,O
2709,-,O
2710,fat,O
2711,dairy,O
2712,products,O
2713,would,O
2714,promote,O
2715,heart,O
2716,disease,O
2717,",",O
2718,recent,O
2719,meta,O
2720,-,O
2721,analyses,O
2722,show,O
2723,that,O
2724,dairy,O
2725,consumption,O
2726,is,O
2727,neutral,O
2728,or,O
2729,beneficial,O
2730,for,O
2731,weight,O
2732,control,O
2733,",",O
2734,coronary,O
2735,disease,O
2736,",",O
2737,diabetes,O
2738,",",O
2739,hypertension,O
2740,",",O
2741,and,O
2742,most,O
2743,cancers,O
2744,.,O
2745,Yogurt,O
2746,has,O
2747,been,O
2748,part,O
2749,of,O
2750,the,O
2751,human,O
2752,diet,O
2753,for,O
2754,thousands,O
2755,of,O
2756,years,O
2757,",",O
2758,and,O
2759,during,O
2760,that,O
2761,time,O
2762,a,O
2763,number,O
2764,of,O
2765,health,O
2766,benefits,O
2767,have,O
2768,been,O
2769,associated,O
2770,with,O
2771,its,O
2772,consumption,O
2773,.,O
2774,The,O
2775,goal,O
2776,of,O
2777,the,O
2778,First,O
2779,Global,O
2780,Summit,O
2781,on,O
2782,the,O
2783,Health,O
2784,Effects,O
2785,of,O
2786,Yogurt,O
2787,was,O
2788,to,O
2789,review,O
2790,and,O
2791,evaluate,O
2792,the,O
2793,strength,O
2794,of,O
2795,current,O
2796,scientific,O
2797,knowledge,O
2798,with,O
2799,regard,O
2800,to,O
2801,the,O
2802,health,O
2803,benefits,O
2804,of,O
2805,yogurt,B-http://purl.bioontology.org/ontology/SNOMEDCT/226863004
2806,and,O
2807,to,O
2808,identify,O
2809,areas,O
2810,where,O
2811,further,O
2812,research,O
2813,is,O
2814,needed,O
2815,.,O
2816,The,O
2817,evidence,O
2818,base,O
2819,for,O
2820,the,O
2821,benefits,O
2822,of,O
2823,yogurt,B-http://purl.bioontology.org/ontology/SNOMEDCT/226863004
2824,in,O
2825,promoting,O
2826,bone,O
2827,health,O
2828,",",O
2829,maintaining,O
2830,health,O
2831,throughout,O
2832,the,O
2833,life,O
2834,cycle,O
2835,",",O
2836,improving,O
2837,diet,O
2838,quality,O
2839,",",O
2840,and,O
2841,reducing,O
2842,the,O
2843,incidence,O
2844,of,O
2845,chronic,O
2846,diseases,O
2847,",",O
2848,such,O
2849,as,O
2850,obesity,O
2851,",",O
2852,metabolic,O
2853,syndrome,O
2854,",",O
2855,and,O
2856,cardiovascular,O
2857,disease,O
2858,",",O
2859,was,O
2860,presented,O
2861,.,O
2862,When,O
2863,assessing,O
2864,a,O
2865,complex,O
2866,food,O
2867,matrix,O
2868,",",O
2869,rather,O
2870,than,O
2871,specific,O
2872,nutrients,O
2873,",",O
2874,scientists,O
2875,and,O
2876,consumers,O
2877,are,O
2878,faced,O
2879,with,O
2880,new,O
2881,challenges,O
2882,as,O
2883,to,O
2884,how,O
2885,a,O
2886,food,O
2887,item,O
2888,'s,O
2889,quality,O
2890,or,O
2891,necessity,O
2892,would,O
2893,be,O
2894,judged,O
2895,as,O
2896,part,O
2897,of,O
2898,an,O
2899,individual,O
2900,'s,O
2901,whole,O
2902,diet,O
2903,.,O
2904,To,O
2905,tackle,O
2906,this,O
2907,challenge,O
2908,",",O
2909,speakers,O
2910,described,O
2911,methods,O
2912,for,O
2913,assessing,O
2914,the,O
2915,nutrient,O
2916,density,O
2917,of,O
2918,foods,O
2919,and,O
2920,its,O
2921,application,O
2922,to,O
2923,yogurt,B-http://purl.bioontology.org/ontology/SNOMEDCT/226863004
2924,",",O
2925,use,O
2926,of,O
2927,yogurt,B-http://purl.bioontology.org/ontology/SNOMEDCT/226863004
2928,for,O
2929,lactose,O
2930,intolerance,O
2931,",",O
2932,and,O
2933,the,O
2934,cost,O
2935,-,O
2936,effectiveness,O
2937,of,O
2938,yogurt,B-http://purl.bioontology.org/ontology/SNOMEDCT/226863004
2939,and,O
2940,dairy,O
2941,products,O
2942,in,O
2943,reducing,O
2944,health,O
2945,care,O
2946,expenses,O
2947,.,O
2948,Last,O
2949,",",O
2950,speakers,O
2951,described,O
2952,the,O
2953,role,O
2954,of,O
2955,dairy,O
2956,products,O
2957,in,O
2958,global,O
2959,public,O
2960,health,O
2961,and,O
2962,nutrition,O
2963,",",O
2964,the,O
2965,scientific,O
2966,basis,O
2967,for,O
2968,current,O
2969,dairy,O
2970,recommendations,O
2971,",",O
2972,and,O
2973,future,O
2974,scientific,O
2975,and,O
2976,policy,O
2977,needs,O
